country,city,address_1,reason_for_recall,address_2,product_quantity,code_info,center_classification_date,distribution_pattern,state,product_description,report_date,classification,recalling_firm,recall_number,initial_firm_notification,product_type,event_id,termination_date,recall_initiation_date,postal_code,voluntary_mandated,status,more_code_info
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #: 16192, Exp 7/19; 16203, Exp 7/19; 16242, Exp 9/19; 16280, Exp 10/19; 16285, Exp 10/19; 16300, Exp 11/19; 16336, Exp 12/19; 17002, Exp 1/20; 17012, Exp 1/20; 17051, Exp 2/20; 17130, Exp 04/20; 17147, Exp 05/20",20191115,U.S.A. Nationwide,NY,"Clear Eyes Redness Relief (Handy Pocket Pal), Product Size: 0.2 FL. Oz., UPC#: 6-78112-15418-7",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0489-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Westbury,135 Cantiague Rock Rd,cGMP Deviations: GYMA laboratories Inc. has recalled multiple Active Pharmaceutical Ingredients manufactured in Italy upon receipt of a Rapid Alert Notification issued by The Italian Medicines Agency due to lack of good manufacturing practices.,,97 Kg,"Lot Numbers: 167219, 163367, 167220, 167221, Exp 03/2017",20141010,Nationwide,NY,"Clonidine HCL, 97 Kg, Rx Only, S.I.M.S. , Chemical Product for Medicines Preparation, Made in Italy, NDC 012660-0002",20141022,Class II,"Gyma Laboratories Of Amer,Inc",D-0024-2015,E-Mail,Drugs,69243,20180604,20140709,11590-2826,Voluntary: Firm initiated,Terminated,
United States,Ronkonkoma,2004 Orville Dr N Ste 2,cGMP deviations: Discolored acetaminophen,,,"Lot #: S210240, Exp. 03/2023",20210816,USA Nationwide,NY,"Acetaminophen 325 mg tablets, Regular Strength Pain Reliever, 100-count bottle, Distributed by: Walmart Inc., Bentoville, AR 72716, NDC 79903-052-10",20210825,Class II,Spirit Pharmaceuticals,D-0729-2021,Letter,Drugs,88322,,20210616,11779-7645,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,137 units,19122 4/21,20191115,U.S.A. Nationwide,NY,"iSolutions NanoTears HA Preservative Free Multi - Dose Lubricant Gel Drops Sterile, 0.33 FL OZ (10 mL), Manufactured by Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-208-10",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0427-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,20666 units,17282 9/19  18121 5/20,20191115,U.S.A. Nationwide,NY,"Natural Ophthalmics Allergy Desensitization Eye Drops, 15 mL, NDC 68770-120-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0467-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Amityville,369 Bayview Ave,Subpotent; phenylephrine HCl,,"50,848 bottles (total for 3 lots)",1 fl. oz. and 8 fl. oz.: Batch/Lot 615688 (exp. 06/2014) and Batch/Lot 617689 (exp. 11/2014); 16 fl. oz: Batch/Lot 615649 (exp. 05/2014).,20131022,Puerto Rico,NY,"GILTUSS ANTITUSSIVE EXPECTORANT AND NASAL DECONGESTANT, 1 fl. oz. (NDC 58552-122-01) and 8 fl. oz. (NDC 58552-122-08), and EXACTUSS ANTITUSSIVE EXPECTORANT AND NASAL DECONGESTANT, 16 fl. oz. (NDC 58552-125-16) --- Manufactured for: GIL PHARMACEUTICAL CORP. PONCE, PUERTO RICO 00716",20131030,Class III,"Hi-Tech Pharmacal Co., Inc.",D-66207-001,Letter,Drugs,66207,20150429,20130904,11701-2801,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #:  QHE, Exp 08/19; QJD, Exp 10/19",20191115,U.S.A. Nationwide,NY,"CVS Health Lubricant Eye Ointment Sensitive Formula,  Item#: 247885, 3.5 gram, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0395-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: Impurity N-nitrosodimethylamine (NDMA) found in API,,,HB03718A 3/2020  HB03818A 3/2020  HB03918A 3/2020  HB04018A 3/2020  HC01618A 3/2020  HC14618A 5/2020  HC14718A 5/2020  HC14818A 5/2020  HC14918A 5/2020  HC15018A 5/2020  HK02318A 9/2020  HK02418A 9/2020  HK02518A 9/2020  HK02618A 9/2020  HD03119A 3/2021  HD03219A 3/2021  HE03119A 4/2021  HE03219A 4/2021,20191209,Product was distributed throughout the United States.,NY,"Ranitidine Tablets, USP 150 mg, 1000-count bottles, NDC 53746-253-10.",20191218,Class II,"Amneal Pharmaceuticals, Inc.",D-0615-2020,Press Release,Drugs,84353,,20191122,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,37656 units,17291 9/19   17385 12/19   18118 5/20,20191115,U.S.A. Nationwide,NY,"CVS Health Lubricant Eye Drops Lasting Dry Eye Relief, Twin Pack, Item#: 495323, Product Size: 2 x 10 mL, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0409-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"48,973 units",RGK 7/19   SDA 4/20   SFH 6/20   TAN 1/21,20191115,U.S.A. Nationwide,NY,"iSolutions Nano Tears MXP Forte Clear Emollient Lubricant Gel Drops Preservative Free, Product Size: 0.6 mL x 32 ct, Mfd. By: by Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 59390-147-56",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0431-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Hauppauge,7 Oser Ave,Failed impurities/ degradation specifications: Out-of-specification results were observed in the meta-chlorobenzoic acid impurity in batches 18 months or older from date of manufacture in the 90 count bottle size.,,"26,496 bottles","Lot #: a) 1612130, 1612131, Exp 11/18; 1709986, Exp 8/19; 1711549, Exp 10/19; b) 1701171, 1701174, 1701175, 1701176, Exp 12/18; 1705131, 1705132, 1705133, Exp 4/19; 1709986, 1709985, Exp 8/19; 17110257, Exp 9/19; 1712809, 1801041, 1801051, Exp 12/19; 1802283, Exp 1/20",20180925,Product was distributed to 14 major distributors who shipped the product U.S.A. nationwide.,NY,"Bupropion Hydrochloride ER Tablets, USP 150 mg, packaged in a) 90-count bottle (NDC 69097-875-05), Manufactured for: Cipla USA Inc., 1560 Sawgrass Corporate Parkway, Suite 130 Sunrise, FL 33323 b) 90-count bottle (NDC 68001-322-05), For BluePoint Laboratories, Rx only, Manufactured by: InvaGen Pharmaceuticals, Inc. (a subsidiary of Cipla Ltd.) Hauppauge, NY 11788",20180926,Class III,"InvaGen Pharmaceuticals, Inc.",D-1212-2018,Letter,Drugs,80973,20201022,20180906,11788-3811,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"50,304 units",Lot #: 19087 03/21   18122 5/20   17289 9/19,20191115,U.S.A. Nationwide,NY,"CVS Health Extra Strength Lubricant Gel Drops Twin Pack, Item#: 258587, Product Size: 2 x 15 mL, Distributed by: CVS Pharmacy, Inc. One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0454-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"35,896 units","Lot #: 19095, Exp 04/21",20191115,U.S.A. Nationwide,NY,"Lubricant Eye Drops Moisturizing (Carboxymethycellulose Sodium 0.5% Eye Lubricant), 0.5 oz. (15 mL), Distributed by: Walgreens Co., 200 Wilmot Road, Deerfield, IL 60015, Item #801483",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0359-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,,"Lot #: QJD, Exp 10/19; RFK, Exp 6/20; SCB, Exp 3/21; TBI, Exp 2/22",20191115,U.S.A. Nationwide,NY,"Grandall Oftal-Mycin Ophthalmic Ointment, Product Size: 3.5 g",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0486-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,73548 units,"Lot #: 17008, Exp 01/20",20191115,U.S.A. Nationwide,NY,"Grandall Colirio Oftal-Mycin Redness Relief Eye Drops, Product Size: 15mL",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0485-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,,HB10019A 03-2021  HB10119A 03-2021  HB10219A 03-2021  HB10319A 03-2021  HD02119A 04-2021  HD03319A 04-2021  HF09118A 06-2020  HF11618A 06-2020  HF15218A 07-2020  HF15318A 07-2020  HJ01418A 09-2020  HJ01518A 09-2020  HJ01618A 09-2020  HJ01718A 09-2020  HJ04718A 09-2020  HK03218A 10-2020  HK03318A 10-2020  HK03418A 10-2020  HK03518A 10-2020  HK03618A 10-2020  HK13718A 11-2020  HK13818A 11-2020  HK13918A 11-2020  HK14018A 11-2020  HK14118A 11-2020  HK14218A 11-2020  HK14318A 11-2020  HK14418A 11-2020  HK14518A 11-2020  HM00118A 11-2020,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-Release Tablets, USP, 500 mg, 90 count bottle, Rx Only, Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807   NDC  53746-0178-90",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1393-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"557,376 units","Lot #: 17196, Exp 07/19; 17292, Exp 09/19; 17355, Exp 11/19; 19040, Exp 02/21",20191115,U.S.A. Nationwide,NY,"Equate Restore Tears Lubricant Eye Drops Twin Pack  W-M item #: 552374320, Package Size: 2 x 15 mL, Distributed by: Walmart Inc., Bentonville, AR 72716, NDC 49035-189-49",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0364-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,,AM181118AA 10/31/2020  AM181191AA 9/30/2020  AM181192AA 9/30/2020  AM181235AA 9/30/2020  AM181236AA 9/30/2020  AM181237AA 9/30/2020  AM181240AA 9/30/2020  AM181241AA 9/30/2020  AM181242AA 9/30/2020  AM181243AA 9/30/2020  AM181244AA 10/31/2020  AM181268AA 10/31/2020  AM181269AA 10/31/2020  AM181270AA 10/30/2020  AM181271AA 10/31/2020  AM181272AA 10/31/2020  AM181273AA 10/31/2020  AM181274AA 10/31/2020  AM181275AA 10/31/2020  AM181276AA 10/31/2020  AM181277AA 10/31/2020  AM181307AA 10/31/2020  AM181308AA 10/31/2020  AM181309AA 10/31/2020  AM181310AA 10/31/2020  AM181311AA 10/31/2020  AM181313AA 10/31/2020  AM181314AA 10/31/2020  AM181315AA 11/30/2020  AM181316AA 11/30/2020  AM181317AA 12/31/2020  AM181419AA 11/30/2020  AM181420AA 11/30/2020  AM181421AA 11/30/2020  AM181422AA 11/30/2020  AM181423AA 11/30/2020  AM181424AA 11/30/2020  AM181425AA 11/30/2020  AM181430BA 12/31/2020  AM181455AA 12/31/2020  AM181456AA 12/31/2020  AM181457AA 12/31/2020  AM181458AA 12/31/2020  AM181459AA 12/31/2020  AM181460AA 12/31/2020  AM181461AA 12/31/2020  AM181462AA 12/31/2020  AM181463AA 12/31/2020  AM181464AA 12/31/2020  AM181465AA 12/31/2020  AM190054AA 12/31/2020  AM190055AA 12/31/2020  AM190057AA 12/31/2020  AM190058AA 12/31/2020  AM190102AA 12/31/2020  AM190103AA 12/31/2020  AM190104AA 12/31/2020  AM190105AA 12/31/2020  AM190106AA 12/31/2020  AM190107AA 12/31/2020  AM190108AA 12/31/2020  AM190120AA 12/31/2020  AM190633AA 5/31/2021  AM190634AA 5/31/2021  AM190635AA 5/31/2021  AM190636AA 5/31/2021  AM190637AA 5/31/2021  AM190638AA 5/31/2021  AM190640AA 5/31/2021  AM190641AA 5/31/2021  AM190642AA 5/31/2021  AM190664AA 5/31/2021  AM190665AA 5/31/2021  AM190666AA 5/31/2021  AM190667AA 5/31/2021  AM190668AA 5/31/2021  AM190669AA 6/30/2021  AM190670AA 6/30/2021  AM190671AA 6/30/2021  AM190672AA 6/30/2021  AM190714AA 6/30/2021  AM190934A 8/31/2021  AM190991A 8/31/2021  AM190992A 8/31/2021  AM190993A 8/31/2021  AM190994A 8/31/2021  AM191040A 9/30/2021  AM191041A 9/30/2021  AM191083A 9/30/2021  AM191084A 9/30/2021  AM191085A 9/30/2021  AM191091A 9/30/2021  AM191092A 9/30/2021  AM191105A 9/30/2021  AM191106A 10/31/2021  AM191107A 10/31/2021  AM191109A 10/31/2021  AM191186A 10/31/2021  AM191187A 10/31/2021  AM191188A 10/31/2021  AM191189A 10/31/2021  AM191190A 10/31/2021  AM191191A 10/31/2021  AM191192A 10/31/2021  AM191193A 10/31/2021  AM191194A 10/31/2021  AM191195A 10/31/2021  AM191244A 10/31/2021  AM191245A 10/31/2021  AM191246A 10/31/2021  AM191247A 10/31/2021  AM191294A 11/30/2021  AM191295A 11/30/2021  AM191296A 11/30/2021  AM191365A 11/30/2021  AM191366A 11/30/2021  AM191367A 11/30/2021  AM191392A 11/30/2021  AM191393A 11/30/2021  AM191394A 11/30/2021  AM191395A 12/31/2021  AM200001A 12/31/2021  AM200002A 12/31/2021  AM200003A 12/31/2021  AM200004A 12/31/2021  AM200005A 12/31/2021  AM200006A 12/31/2021  AM200045A 12/31/2021  AM200046A 12/31/2021  AM200047A 12/31/2021  AM200048A 12/31/2021  AM200049A 12/31/2021  AM200050A 12/31/2021  AM200051A 12/31/2021  AM200052A 12/31/2021  AM200053A 12/31/2021  AM200081A 12/31/2021  AM200082A 12/31/2021  AM200083 12/31/2021  AM200087A 12/31/2021  AM200088A 12/31/2021  AM200089 12/31/2021  AM200090 12/31/2021  AM200091 12/31/2021  AM200100 1/31/2022  AM200101 1/31/2022  AM200102 1/31/2022  AM200138 1/31/2022  AM200139 1/31/2022  AM200140 1/31/2022  AM200141 1/31/2022  AM200142 1/31/2022  AM200143 1/31/2022  AM200144 1/31/2022  AM200193 1/31/2022  AM200194 1/31/2022  AM200195 1/31/2022  AM200196 1/31/2022  AM200197 1/31/2022  AM200198 1/31/2022  AM200199 1/31/2022  AM200200 1/31/2022  AM200202 1/31/2022  AM200203 1/31/2022  AM200204 1/31/2022  AM200205 1/31/2022  AM200206 1/31/2022  AM200207 1/31/2022  AM200208 1/31/2022  AM200209 1/31/2022  AM200210 1/31/2022  AM200211 1/31/2022  AM200284 2/28/2022  AM200285 2/28/2022  AM200287 2/28/2022  AM200288 2/28/2022  AM200289 2/28/2022  AM200290 2/28/2022  AM200291 2/28/2022  AM200292 2/28/2022,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-release Tablets, USP, 500 mg Rx only, 100 Tablets bottles, Manufactured by: Amneal Pharmaceuticals Pvt. Ltd. Ahmedabad 382213 India Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807   NDC 65162-178-10",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1347-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Ronkonkoma,2 Fleetwood Ct,Microbial contamination of Non Sterile Product; contamination with Burkholderia cepacia (manufacturer),,,"Antiseptic wipes shipped since July 02, 2009. Lots:   JT34808, JT08209,  JT15209,  JT32809,  JT00610,  JT27610,  JT05311,  JT18211,  JT22711-1, JT26411,  JT01012, JT00610, JT14511, JT22011, JT30711",20120917,Nationwide,NY,"Dukal Corporation BZK Swab, First Aid Antiseptic, (Benzalkonium Chloride), 0.133% w/v, Item 854-1000 contains 1000 individually packaged swabs per box. Item 854 contains 200 individually packaged swabs per box. Packaging labeled with Dukal Corporation, Hauppauge, NY 11788 --- NDC 65517-00031",20120926,Class II,Dukal Corp.,D-1676-2012,E-Mail,Drugs,62320,20130621,20120614,11779-6907,Voluntary: Firm initiated,Terminated,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"88,008 units",17205    7/19        17206    7/19        18003    1/20      18097    4/20        18166    7/20      18292    11/20        19106    4/21,20191115,U.S.A. Nationwide,NY,"Tetcaine (Tetracaine Hydrochloride) Ophthalmic Solution USP, 0. 5 fl oz (15 mL), Rx only, Manufactured for OCuSOFT, Inc. Rosenberg, TX 77471 USA, NDC 54799-502-15",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0441-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"66,159 units",17291 9/19   17385 12/19   18118 5/20   18266 10/20,20191115,U.S.A. Nationwide,NY,"CVS Health Lubricant Eye Drops (Propylene Glycol 0.6%) Lasting Dry Eye Relief, Sterile, 0.33 fl. oz. (10 mL), Item #968210, Distributed by: CVS Pharmacy Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0407-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"365,832 units",Lot #: 17196 08/19  17192 09/19  17355 11/19  18024 01/20  18036 02/20  18237 09/20  18293 12/20  18105 04/20  18179 07/20  19040 2/21,20191115,U.S.A. Nationwide,NY,"CVS Health Lubricant Eye Drops for  Mild to Moderate Dry Eye, Sterile, 0.5 Fl. oz. (15 mL), Item #317916, Distributed by: CVS Pharmacy, Inc., One CVS Drive, Woonsocket, RI 02895",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0374-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,CGMP Deviations: FDA analysis detected N-Nitrosodimethylamine (NDMA) impurity above the acceptable intake level,,192,HA07419A 1/31/2021  HB00119A 1/31/2021  HB00219A 1/31/2021  HB00319A 1/31/2021;  HB00419A 2/28/2021  HB00519A 2/28/2021  HB00619A 2/28/2021  HB00719A 2/28/2021  HB00819A 2/28/2021  HB00919A 2/28/2021  HB01019A 2/28/2021  HB05119A 2/28/2021  HB05219A 2/28/2021  HB05319A 2/28/2021  HB05419A 2/28/2021  HB05519A 2/28/2021  HB09519A 2/28/2021  HB09619A 2/28/2021  HB09719A 2/28/2021  HB09819A 2/28/2021  HB09919A 2/28/2021;   HC08219A 3/31/2021  HC08319A 3/31/2021  HC08419A 3/31/2021  HC08519A 3/31/2021  HC09019A 3/31/2021  HC09119A 3/31/2021  HC09219A 3/31/2021  HC09319A 3/31/2021  HC09419A 3/31/2021;   HD03419B 4/30/2021  HD03519B 4/30/2021  HD03619B 4/30/2021  HD03719B 4/30/2021  HD03819B 4/30/2021  HD03919B 4/30/2021  HD04019B 4/30/2021  HD04119B 4/30/2021  HD04219A 4/30/2021  HD05819A 4/30/2021  HD05919A 4/30/2021  HD06019A 4/30/2021  HD06119A 4/30/2021  HD06219A 4/30/2021  HD06319A 4/30/2021  HD06419A 4/30/2021  HD09019A 4/30/2021  HD09119A 4/30/2021  HD09219A 4/30/2021  HE01219B 4/30/2021  HE01319B 4/30/2021  HE01419B 4/30/2021  HE01519B 4/30/2021;   HE01619A 5/31/2021  HE01719A 5/31/2021  HE01819A 5/31/2021  HE04419A 5/31/2021  HE04519A 5/31/2021  HE04619A 5/31/2021  HE04719A 5/31/2021  HE04819A 5/31/2021  HE04919A 5/31/2021  HE05019A 5/31/2021  HE05119A 5/31/2021  HE05219A 5/31/2021  HE05319A 5/31/2021  HE07219A 5/31/2021  HE07319A 5/31/2021  HE07419A 5/31/2021  HE07519A 5/31/2021  HE07619A 5/31/2021  HF02219A 5/31/2021  HF02319A 5/31/2021;  HF02419A 6/30/2021  HF02519A 6/30/2021  HF02619A 6/30/2021  HF02719A 6/30/2021  HF02819A 6/30/2021  HF02919A 6/30/2021  HF03019A 6/30/2021  HF03119A 6/30/2021  HF03219A 6/30/2021  HF03319A 6/30/2021  HF05419A 6/30/2021;  HF03918A 6/30/2020  HF04018A 6/30/2020  HF04118A 6/30/2020  HF04218A 6/30/2020  HF04318A 6/30/2020  HF04418A 6/30/2020  HF06518A 6/30/2020  HF06818B 6/30/2020  HF06918B 6/30/2020  HF07018B 6/30/2020  HF07118B 6/30/2020  HF07218A 6/30/2020  HF07318A 6/30/2020  HF07418A 6/30/2020  HF08318A 6/30/2020  HF08418A 6/30/2020  HF08518A 6/30/2020;  HF11219A 6/30/2021  HF11319A 6/30/2021  HF11419A 6/30/2021  HF11519A 6/30/2021  HF11619A 6/30/2021  HF11719A 6/30/2021  HF11819A 6/30/2021  HF11919A 6/30/2021  HF12019A 6/30/2021  HG00719A 6/30/2021  HG00819A 6/30/2021  HG00919A 6/30/2021  HG01019A 6/30/2021  HG01119A 6/30/2021  HG01219A 6/30/2021  HG01319A 6/30/2021  HG01419A 6/30/2021;  HG01519A 7/31/2021  HG01619A 7/31/2021  HG02919A 7/31/2021  HG03019A 7/31/2021  HG03119A 7/31/2021  HG03219A 7/31/2021  HG03319A 7/31/2021  HG03419A 7/31/2021  HG03519A 7/31/2021  HG03619A 7/31/2021  HG03719A 7/31/2021  HG03819A 7/31/2021;  HH08218A 8/31/2020  HH08318A 8/31/2020  HH08418A 8/31/2020  HH08518A 8/31/2020  HH08618A 8/31/2020  HH08718A 8/31/2020  HH08818A 8/31/2020  HH08918A 8/31/2020  HH09018A 8/31/2020  HH09118A 8/31/2020  HH09218A 8/31/2020  HH09318A 8/31/2020  HH09418A 8/31/2020  HH09518A 8/31/2020  HH09618A 8/31/2020  HH11218A 8/31/2020  HH11318A 8/31/2020  HH11418A 8/31/2020  HH11518A 8/31/2020;  HH11618A 9/30/2020  HH11718A 9/30/2020  HJ04818A 9/30/2020  HJ04918A 9/30/2020  HJ08518A 9/30/2020;  HJ08618A 10/31/2020  HJ08718A 10/31/2020  HJ08818A 10/31/2020  HJ08918A 10/31/2020  HJ09018A 10/31/2020  HJ09118A 10/31/2020  HK03718A 10/31/2020  HK03818A 10/31/2020  HK03918A 10/31/2020  HK04018A 10/31/2020  HK04118A 10/31/2020  HK04218A 10/31/2020  HK04318A 10/31/2020  HK04418A 10/31/2020  HK04518A 10/31/2020  HK04618A 10/31/2020  HK09318A 10/31/2020  HK09418A 10/31/2020  HK09518A 10/31/2020  HK09618A 10/31/2020  HK09718A 10/31/2020;  HM00218A 12/31/2020  HM00318A 12/31/2020  HM00418A 12/31/2020  HM00518A 12/31/2020  HM00618B 12/31/2020  HM00718B 12/31/2020  HM00818B 12/31/2020  HM00918B 12/31/2020  HM01018B 12/31/2020;  HM02918A 1/31/2021  HM03018A 1/31/2021  HM03218A 1/31/2021  HM03318A 1/31/2021  HM03418A 1/31/2021  HM03518A 1/31/2021  HM03618A 1/31/2021  HM03718A 1/31/2021  HM03818A 1/31/2021,20200625,Nationwide,NY,"amneal Metformin Hydrochloride Extended-Release Tablets, USP, 500 mg, Rx Only, 100 count bottles, Distributed by: Amneal Pharmaceuticals LLC Bridgewater, NJ 08807  NDC 53746-0178-01",20200701,Class II,"Amneal Pharmaceuticals of New York, LLC",D-1343-2020,Press Release,Drugs,85781,,20200529,11719-9509,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,103856 units,"Lot #: 17198, Exp 7/19; 17199, Exp 7/19; 17233, Exp 8/19; 17337, Exp 11/19; 17338, Exp 11/19; 18248, Exp 10/20",20191115,U.S.A. Nationwide,NY,"OCuSOFT Tetravisc Forte Tetracaine HCl 0.5 % Sterile Anesthetic, Rx only, 5 mL, Mfd. For OCuSOFT, Inc. Rosenberg, TX 77471 Mfg. By: Altaire Pharmaceuticals, Inc., Aquebogue, NY 11931, NDC 54799-504-05",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0444-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Aquebogue,311 W Ln,Lack of Assurance of Sterility,PO Box 849,"90,072 units",16250 09/19 17088 03/20 17307 10/20 17323 10/20 18014 1/21 18228 9/21 18261 10/21 19119 4/22,20191115,U.S.A. Nationwide,NY,"Accutome Rx Accu-WASH, 4 FL OZ (118 mL), Manufactured for: Accutome Inc 3222 Phoenixville Pike Malvern, PA 19355 USA, Mfd. By: Altaire Pharmaceuticals, Inc. Aquebogue, NY 11931, NDC 63448-411-04",20191127,Class II,"Altaire Pharmaceuticals, Inc.",D-0457-2020,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Drugs,83265,,20190702,11931-0849,Voluntary: Firm initiated,Ongoing,
United States,Brookhaven,50 Horseblock Rd,Presence of particulate matter,,"12,584 vials","Lot #: AP160022, AP160023, Exp. 05/2018; AP16038, AP160039, AP160040, Exp. 06/2018; AP160076, AP160077, AP160078, Exp. 12/2018",20180329,U.S.A Nationwide,NY,"Fosphenytoin Sodium Injection, USP 500 mg PE*/10 mL, Made in India. Distributed by: Amneal Biosciences, Bridgewater, NJ 08807, NDC 70121-1390-1",20180404,Class II,Amneal Pharmaceuticals,D-0610-2018,Letter,Drugs,79610,20200803,20171215,11719-9509,Voluntary: Firm initiated,Terminated,
